"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2017-02-11T00:00:00.000Z""","","Lisbon","A320","G-MEDK","British Airways",,"GBR","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-12T00:00:00.000Z""","","Atlantic","B763","N651UA","United",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-02-12T00:00:00.000Z""","","Mexico City","A320","XA-ILY","Interjet",,"MEX","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-12T00:00:00.000Z""","","London","B772","G-VIIK","British Airways",,"GBR","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-02-12T00:00:00.000Z""","","Calgary","DH8C","C-GVTA","Jazz",,"CAN","","Incident","",true,true,"","","DH8C",false,true,2,"Turboprop","","[]","",2017
"""2017-02-12T00:00:00.000Z""","","Raleigh/Durham","E145","N619AE","Trans States",,"USA","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2017
"""2017-02-12T00:00:00.000Z""","","Caracas","MD82","YV3097","Aeropostal",,"VEN","","Incident","",true,true,"","","MD82",false,true,2,"Jet","","[]","",2017
"""2017-02-12T00:00:00.000Z""","","enroute","A319","D-AILP","Lufthansa",,"DEU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-02-13T00:00:00.000Z""","","Calgary","DH8D","C-GGAH","Jazz",,"CAN","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-02-13T00:00:00.000Z""","","Moscow","B735","VQ-BJL","UTAir",,"BMU","","Incident","",true,true,"","","B735",false,true,2,"Jet","","[]","",2017
"""2017-02-13T00:00:00.000Z""","","Tucuman","B738","LV-FRK","Aerolineas",,"ARG","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-13T00:00:00.000Z""","","Fort Lauderdale","A319","N526NK","Spirit",,"USA","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-02-13T00:00:00.000Z""","","Montreal","B732","C-GMAI","Inuit",,"CAN","","Incident","",true,true,"","","B732",false,true,2,"Jet","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Delhi","A320","VT-WGC","GoAir",,"IND","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Lisbon","A343","CS-TOC","TAP",,"PRT","","Incident","",true,true,"","","A343",false,true,4,"Jet","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Strasbourg","CRJX","F-HMLI","Hop!",,"FRA","","Incident","",true,true,"","","CRJX",false,true,2,"Jet","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Tokyo","A333","HS-TXC","Thai AirAsia X","","THA","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Gothenburg","B737","PH-BGI","KLM",,"NLD","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Narsarsuaq","A313","C-GSAT","Transat",,"CAN","","Incident","",false,false,"","","A31",false,true,1,"Piston","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Moncton","B772","G-VIIF","British Airways",,"GBR","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-02-14T00:00:00.000Z""","","Tokyo","A333","HS-XTC","Thai AirAsia X",,"THA","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-02-15T00:00:00.000Z""","","Krasnojarsk","A332","B-5973","China Eastern",,"CHN","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-02-15T00:00:00.000Z""","","Buenos Aires","A343","LV-CSF","Aerolineas",,"ARG","","Incident","",true,true,"","","A343",false,true,4,"Jet","","[]","",2017
"""2017-02-15T00:00:00.000Z""","","San Francisco","E175","N627VA","Virgin America A320 and Compass",,"USA","","Incident","",true,true,"","","E75S",false,true,2,"Jet","","[]","",2017
"""2017-02-16T00:00:00.000Z""","","Edinburgh","DH8D","G-PRPH","Flybe",,"GBR","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-02-16T00:00:00.000Z""","","Cologne","B773","VT-JEX","Jet Airways",,"IND","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-02-17T00:00:00.000Z""","","Austin","B738","N887NN","American",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-17T00:00:00.000Z""","","Aswan","E170","SU-GDI","Egypt",,"EGY","","Incident","",true,true,"","","E170",false,true,2,"Jet","","[]","",2017
"""2017-02-17T00:00:00.000Z""","","Isle of Man","SB20","G-CDKA","Eastern Airways",,"GBR","","Incident","",true,true,"","","SB20",false,true,2,"Turboprop","","[]","",2017
"""2017-02-17T00:00:00.000Z""","","Caracas","MD81","YV480T","Laser",,"VEN","","Incident","",true,true,"","","MD81",false,true,2,"Jet","","[]","",2017
"""2017-02-17T00:00:00.000Z""","","London","E190","G-LCYN","British Airways",,"GBR","","Incident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2017
"""2017-02-17T00:00:00.000Z""","","Fond du Lac","SF34","C-GTJX","Transwest",,"CAN","","Incident","",true,true,"","","SF34",false,true,2,"Turboprop","","[]","",2017
"""2017-02-17T00:00:00.000Z""","","Riga","B735","VP-BVS","Vim",,"BMU","","Incident","",true,true,"","","B735",false,true,2,"Jet","","[]","",2017
"""2017-02-18T00:00:00.000Z""","","Shenyang","A320","B-9965","Spring",,"CHN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-18T00:00:00.000Z""","","Cairo","A342","SU-GBM","Leisure Egypt",,"EGY","","Incident","",true,true,"","","A342",false,true,4,"Jet","","[]","",2017
"""2017-02-18T00:00:00.000Z""","","Chicago","CRJ7","N776SK","Skywest",,"USA","","Incident","",true,true,"","","CRJ7",false,true,2,"Jet","","[]","",2017
"""2017-02-19T00:00:00.000Z""","","Rasht","MD82","UR-BXM","Bukovyna",,"UKR","","Incident","",true,true,"","","MD82",false,true,2,"Jet","","[]","",2017
"""2017-02-19T00:00:00.000Z""","","enroute","A332","B-6075","Air China",,"CHN","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-02-20T00:00:00.000Z""","","Chicago","B739","N63890","United",,"USA","","Incident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2017
"""2017-02-20T00:00:00.000Z""","","Cancun","A321","N995AN","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-02-20T00:00:00.000Z""","","Ufa","YK42","RA-42328","Saratov",,"RUS","","Incident","",true,true,"","","YK42",false,true,3,"Jet","","[]","",2017
"""2017-02-21T00:00:00.000Z""","","Berlin and Munich","A333","A7-AEJ","Qatar",,"QAT","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-02-21T00:00:00.000Z""","","Vitoria","E195","PR-AUO","Azul",,"BRA","","Incident","",true,true,"","","E195",false,true,2,"Jet","","[]","",2017
"""2017-02-21T00:00:00.000Z""","","Alicante","A320","EC-HTD","Vueling",,"ESP","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-21T00:00:00.000Z""","","Stuttgart","DH8D","D-ABQA","LGW Walter",,"DEU","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-02-22T00:00:00.000Z""","","Berlin","B738","D-ASXQ","Sun Express Deutschland","","DEU","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-22T00:00:00.000Z""","","Baton Rouge","E145","N12160","Expressjet",,"USA","","Incident","",true,true,"","","E145",false,true,2,"Jet","","[]","",2017
"""2017-02-22T00:00:00.000Z""","","Guangzhou","B738","PK-CMT","Sriwijaya",,"IDN","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-22T00:00:00.000Z""","","Sao Paulo","A320","PT-MZY","LATAM Brazil",,"BRA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-22T00:00:00.000Z""","","Canberra","B772","9V-SRP","Singapore",,"SGP","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-02-22T00:00:00.000Z""","","Williamtown","AT72","VH-VPJ","Virgin Australia",,"AUS","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2017
"""2017-02-22T00:00:00.000Z""","","Cordoba","A320","PR-MAP","LATAM Brazil",,"BRA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-23T00:00:00.000Z""","","Halifax","A346","G-VGAS","Virgin Atlantic",,"GBR","","Incident","",true,true,"","","A346",false,true,4,"Jet","","[]","",2017
"""2017-02-23T00:00:00.000Z""","","Frankfurt","B752","P4-KCU","Astana",,"ABW","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-02-23T00:00:00.000Z""","","Glasgow","DH8D","G-JEDP","Flybe",,"GBR","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-02-23T00:00:00.000Z""","","Bermuda","A332","TC-JNE","THY",,"TUR","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-02-23T00:00:00.000Z""","","Sao Paulo","A320","PR-OCN","Avianca Brasil",,"BRA","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-23T00:00:00.000Z""","GBR"," Isle Of Man-Ronaldsway Airport (IOM)","Let L-410UVP-E","OK-LAZ","Van Air Europe, opf. Citywing","CZE","CZE","Landing","Incident","",true,true,true,"","Z37P",false,true,1,"Piston","","[]","",2017
"""2017-02-24T00:00:00.000Z""","","Taipei","A333","B-6127","Shanghai",,"CHN","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-02-24T00:00:00.000Z""","","Honolulu","MD11","N584FE","Fedex",,"USA","","Incident","",true,true,"","","MD11",false,true,3,"Jet","","[]","",2017
"""2017-02-24T00:00:00.000Z""","","Charlotte","MD88","N918DL","Delta",,"USA","","Incident","",true,true,"","","MD88",false,true,2,"Jet","","[]","",2017
"""2017-02-25T00:00:00.000Z""","","Atlantic","B744","PH-BFT","KLM",,"NLD","","Incident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2017
"""2017-02-25T00:00:00.000Z""","","Toronto","A320","C-FDRP","Canada",,"CAN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-25T00:00:00.000Z""","AUT"," Salzburg-W. A. Mozart Airport (SZG)","Raytheon 390 Premier IA","OM-TAA","Tatra Jet","","SVK","Standing","",0,true,false,false,"","PRM1",false,true,2,"Jet","","[]","",2017
"""2017-02-25T00:00:00.000Z""","","Kuala Lumpur","B738","9M-LNY","Malindo",,"MYS","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-25T00:00:00.000Z""","","Daytona Beach","A332","D-ALPC","Berlin",,"DEU","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-02-26T00:00:00.000Z""","","Aktau","SU95","RA-89045","Aeroflot",,"RUS","","Incident","",true,true,"","","SU95",false,true,2,"Jet","","[]","",2017
"""2017-02-26T00:00:00.000Z""","","Bandar Lampung","AT72","PK-WFV","Wings",,"IDN","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2017
"""2017-02-26T00:00:00.000Z""","","Winnipeg","A320","C-FNVU","Canada",,"CAN","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-26T00:00:00.000Z""","","Tijuana","A320","XA-VTA","Interjet",,"MEX","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-26T00:00:00.000Z""","","Pacific Ocean","B772","C-FNND","Canada",,"CAN","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-02-26T00:00:00.000Z""","","Zurich","A321","VP-BUP","Aeroflot",,"BMU","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Shannon","B763","N674UA","United",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Guayaquil","B763","CC-CWF","LATAM Chile",,"CHL","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Bilbao","A319","D-AIBC","Lufthansa",,"DEU","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Denver","B738","N978NN","American",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Mediterranean","B788","SP-LRF","LOT",,"POL","","Incident","",true,true,"","","B788",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Omaha","B737","N7751A","Southwest",,"USA","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Barquisimeto","MD82","YV2957","Aeropostal",,"VEN","","Incident","",true,true,"","","MD82",false,true,2,"Jet","","[]","",2017
"""2017-02-27T00:00:00.000Z""","","Mangalore","A320","VT-ESE","India",,"IND","","Report","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-02-28T00:00:00.000Z""","","Edmonton","CRJ9","C-GJAZ","Jazz",,"CAN","","Incident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2017
"""2017-02-28T00:00:00.000Z""","","Athens","A333","D-AIKO","Lufthansa",,"DEU","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-02-28T00:00:00.000Z""","","Edinburgh","DH8D","G-PRPF","Flybe",,"GBR","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-02-28T00:00:00.000Z""","","Jacksonville","B738","N928AN","American",,"USA","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-02-28T00:00:00.000Z""","","enroute","A332","HL7538","Korean",,"KOR","","Incident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-02-28T00:00:00.000Z""","","Manila","B773","HL8209","Korean",,"KOR","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-03-01T00:00:00.000Z""","","Zurich","E170","SP-LDG","LOT",,"POL","","Incident","",true,true,"","","E170",false,true,2,"Jet","","[]","",2017
"""2017-03-01T00:00:00.000Z""","","Fort Lauderdale","E190","N329JB","Jetblue",,"USA","","Incident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2017
"""2017-03-01T00:00:00.000Z""","","Port Sudan","B733","C5-BDO","Badr",,"GMB","","Incident","",true,true,"","","B733",false,true,2,"Jet","","[]","",2017
"""2017-03-02T00:00:00.000Z""","","Toronto","B737","C-GYQV","Transat",,"CAN","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-03-02T00:00:00.000Z""","","Kangerlussuaq","DH8B","OY-GRO","Greenland",,"DNK","","Report","",true,true,"","","DH8B",false,true,2,"Turboprop","","[]","",2017
"""2017-03-03T00:00:00.000Z""","","Brasilia","A321","PT-XPB","LATAM Brazil",,"BRA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-03-03T00:00:00.000Z""","","Hanover","DH8D","G-JECR","Flybe",,"GBR","","Incident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2017
"""2017-03-03T00:00:00.000Z""","","Zurich","A388","9V-SKR","Singapore",,"SGP","","Incident","",true,true,"","","A388",false,true,4,"Jet","","[]","",2017
"""2017-03-04T00:00:00.000Z""","","Sofia","A333","A4O-DI","Oman",,"OMN","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-03-04T00:00:00.000Z""","","St. Petersburg","MD83","N865GA","Allegiant",,"USA","","Incident","",true,true,"","","MD83",false,true,2,"Jet","","[]","",2017
"""2017-03-04T00:00:00.000Z""","","Whitehorse","B752","N6713Y","Delta",,"USA","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-03-04T00:00:00.000Z""","","Leipzig","B772","D-AALB","Aerologic",,"DEU","","Incident","",true,true,"","","B772",false,true,2,"Jet","","[]","",2017
"""2017-03-04T00:00:00.000Z""","","Toronto","CRJ2","C-GKEJ","Georgian",,"CAN","","Incident","",true,true,"","","CRJ2",false,true,2,"Jet","","[]","",2017
"""2017-03-04T00:00:00.000Z""","","Sulaimaniyah","E175","JY-EMH","Royal Jordanian",,"JOR","","Incident","",true,true,"","","E75L",false,true,2,"Jet","","[]","",2017
"""2017-03-05T00:00:00.000Z""","","Aktobe","A320","P4-KBH","Astana",,"ABW","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-03-05T00:00:00.000Z""","","Hyderabad","B738","VT-SLJ","Spicejet",,"IND","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-03-05T00:00:00.000Z""","","Nanning","B737","B-5252","China Southern",,"CHN","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-03-05T00:00:00.000Z""","","Dallas","A321","N176UW","American",,"USA","","Incident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-03-06T00:00:00.000Z""","","Hong Kong","A333","B-LAN","Cathay Pacific",,"HKG","","Incident","",true,true,"","","A333",false,true,2,"Jet","","[]","",2017
"""2017-03-06T00:00:00.000Z""","","Tokyo","B788","JA821J","JAL",,"JPN","","Incident","",true,true,"","","B788",false,true,2,"Jet","","[]","",2017
"""2017-03-06T00:00:00.000Z""","","Munich","A343","D-AIFD","Lufthansa",,"DEU","","Incident","",true,true,"","","A343",false,true,4,"Jet","","[]","",2017
"""2017-03-06T00:00:00.000Z""","","Lyon","AT72","F-HAPL","Hop!",,"FRA","","Incident","",true,true,"","","AT72",false,true,2,"Turboprop","","[]","",2017
"""2017-03-07T00:00:00.000Z""","","Almaty","B752","P4-MAS","Astana",,"ABW","","Incident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2017
"""2017-03-07T00:00:00.000Z""","","Sint Maarten","B738","C-GWSV","Westjet",,"CAN","","Incident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2017
"""2017-03-07T00:00:00.000Z""","","San Jose","B763","N594HA","Hawaiian",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-03-07T00:00:00.000Z""","","enroute","SF34","HA-TAB","Fleet International",,"HUN","","Incident","",true,true,"","","SF34",false,true,2,"Turboprop","","[]","",2017
"""2017-03-08T00:00:00.000Z""","","Pacific Ocean","B763","N315UP","UPS",,"USA","","Incident","",true,true,"","","B763",false,true,2,"Jet","","[]","",2017
"""2017-03-08T00:00:00.000Z""","","Shannon","B773","VT-JEV","Jet Airways",,"IND","","Incident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2017
"""2017-03-08T00:00:00.000Z""","","Karachi","A320","AP-BLS","PIA",,"PAK","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-03-08T00:00:00.000Z""","","enroute","A319","G-EZDV","Easyjet",,"GBR","","Incident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-03-08T00:00:00.000Z""","","Tampa","B739","N34455","United",,"USA","","Incident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2017
"""2017-03-08T00:00:00.000Z""","ZAF","Rand aerodrome (FAGM)","BEECH 90 F90","ZS-MHM","South Africa ","","ZAF","Landing","Serious incident",0,true,false,false,"None","BE9L",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2017
"""2017-03-08T00:00:00.000Z""","","Nagasaki","DH8B","JA801B","Oriental Bridge",,"JPN","","Incident","",true,true,"","","DH8B",false,true,2,"Turboprop","","[]","",2017
"""2017-03-09T00:00:00.000Z""","","Taraz","B733","EY-444","Tajik",,"TJK","","Incident","",true,true,"","","B733",false,true,2,"Jet","","[]","",2017
"""2017-03-09T00:00:00.000Z""","","Bahrain","A320","A9C-AG","Gulf",,"BHR","","Incident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2017
"""2017-03-09T00:00:00.000Z""","","Shetland Islands","SF34","G-LGNB","Logan",,"GBR","","Incident","",true,true,"","","SF34",false,true,2,"Turboprop","","[]","",2017
"""2017-03-09T00:00:00.000Z""","","Auckland","DH8C","ZK-NEZ","Nelson",,"NZL","","Incident","",true,true,"","","DH8C",false,true,2,"Turboprop","","[]","",2017
"""2017-03-10T00:00:00.000Z""","","Calgary","B737","C-FIWJ","Westjet",,"CAN","","Incident","",true,true,"","","B737",false,true,2,"Jet","","[]","",2017
"""2017-03-10T00:00:00.000Z""","","Hungary, Slovakia and Czechia","B788","VT-ANT","India",,"IND","","Incident","",true,true,"","","B788",false,true,2,"Jet","","[]","",2017
